img_data,output,timestamp
"{""background"": "".gradio\\flagged\\img_data\\ac4d4f5297544490deab\\background.png"", ""layers"": ["".gradio\\flagged\\img_data\\105a2dfd3a8a48966268\\layer_0.png""], ""composite"": "".gradio\\flagged\\img_data\\ac247e6d120255c03ade\\composite.png"", ""id"": null}",,2026-09-05 17:47:24.148482
